sequence_number,V_allele,D_allele,J_allele
32315,ighv1-8*01,ighd3-16*01,ighj3*01
32316,ighv1-69-2*01,ighd3-22*01,ighj4*02
32317,ighv2-5*01,ighd3-16*01,ighj6*04
32318,ighv3-15*06,ighd4-17*01,ighj4*03
32319,ighv2-70*20,ighd3-9*01,ighj4*03
32320,ighv3-30*03,ighd5-18*01,ighj6*04
32321,ighv1-69-2*01,ighd6-19*01,ighj4*03
32322,ighv4-61*02,ighd2-21*01,ighj5*02
32323,ighv3-30-5*02,ighd6-13*01,ighj4*03
32324,ighv1-58*01,ighd3-16*01,ighj4*02
32325,ighv2-70d*04,ighd2-21*02,ighj4*03
32326,ighv3-9*01,ighd2-21*01,ighj3*01
32327,ighv1-58*02,ighd3-22*01,ighj3*02
32328,ighv1-58*02,ighd6-25*01,ighj5*01
32329,ighv3-72*01,ighd6-19*01,ighj4*03
32330,ighv5-10-1*03,ighd5-5*01,ighj4*02
32331,ighv4-4*08,ighd1-26*01,ighj4*03
32332,ighv3-23d*01,ighd5-5*01,ighj4*02
32333,ighv7-4-1*02,ighd2-21*01,ighj6*04
32334,ighv3-62*04,ighd1-26*01,ighj6*01
32335,ighv3-9*01,ighd1-7*01,ighj3*01
32336,ighv3-20*01,ighd1-26*01,ighj4*03
32337,ighv3-20*04,ighd1-20*01,ighj6*04
32338,ighv1-69*09,ighd4-4*01,ighj6*04
32339,ighv3-30-3*03,ighd6-19*01,ighj4*02
32340,ighv1-69d*01,ighd2-2*02,ighj4*02
32341,ighv4-38-2*02,ighd4-4*01,ighj6*01
32342,ighv4-30-4*02,ighd2-15*01,ighj4*03
32343,ighv1-46*04,ighd3-10*02,ighj2*01
32344,ighv3-11*05,ighd3-16*01,ighj4*02
32345,ighv3-35*02,ighd3-10*01,ighj3*01
32346,ighv1-24*01,ighd6-25*01,ighj6*01
32347,ighv3-74*02,ighd3-10*02,ighj4*03
32348,ighv3-30-5*01,ighd3-16*01,ighj4*02
32349,ighv1-18*03,ighd2-8*01,ighj6*04
32350,ighv2-26*03,ighd1-20*01,ighj4*02
32351,ighv3-nl1*01,ighd3-10*02,ighj3*02
32352,ighv1-69-2*01,ighd6-25*01,ighj4*03
32353,ighv3-48*04,ighd3-3*02,ighj3*02
32354,ighv1-69-2*01,ighd1-26*01,ighj4*02
32355,ighv2-26*02,ighd6-19*01,ighj5*01
32356,ighv1-8*01,ighd3-22*01,ighj4*02
32357,ighv4-31*10,ighd3-9*01,ighj6*04
32358,ighv1-69*14,ighd6-25*01,ighj3*02
32359,ighv1-58*02,ighd1-7*01,ighj6*01
32360,ighv3-62*04,ighd5-12*01,ighj4*02
32361,ighv1-18*03,ighd2-15*01,ighj2*01
32362,ighv3-30-5*02,ighd2-21*02,ighj4*03
32363,ighv3-72*01,ighd4-17*01,ighj4*03
32364,ighv3-11*05,ighd3-10*01,ighj4*02
32365,ighv2-70*10,ighd6-25*01,ighj6*04
32366,ighv1-69d*01,ighd3-10*01,ighj4*02
32367,ighv3-43d*04,ighd1-26*01,ighj3*01
32368,ighv1-24*01,ighd4-4*01,ighj4*02
32369,ighv1-69*14,ighd3-10*02,ighj6*01
32370,ighv3-20*04,ighd1-7*01,ighj6*04
32371,ighv1-18*03,ighd3-10*01,ighj6*04
32372,ighv1-45*02,ighd2-2*02,ighj4*02
32373,ighv3-23d*01,ighd1-20*01,ighj4*02
32374,ighv1-8*01,ighd3-22*01,ighj4*02
32375,ighv1-69d*01,ighd6-25*01,ighj6*01
32376,ighv2-26*02,ighd3-22*01,ighj6*01
32377,ighv1-69d*01,ighd2-2*01,ighj4*03
32378,ighv3-30*03,ighd4-17*01,ighj4*02
32379,ighv1-46*03,ighd1-20*01,ighj5*02
32380,ighv3-43d*04,ighd6-13*01,ighj3*01
32381,ighv2-70*10,ighd3-9*01,ighj3*01
32382,ighv1-2*06,ighd5-5*01,ighj6*04
32383,ighv1-58*01,ighd3-9*01,ighj4*02
32384,ighv1-2*07,ighd3-10*02,ighj5*01
32385,ighv1-18*04,ighd3-9*01,ighj4*03
32386,ighv1-69*09,ighd3-9*01,ighj5*02
32387,ighv1-24*01,ighd2-8*02,ighj4*03
32388,ighv2-26*03,ighd3-3*01,ighj6*04
32389,ighv6-1*01,ighd2-8*01,ighj4*02
32390,ighv7-4-1*01,ighd3-3*02,ighj6*01
32391,ighv3-11*05,ighd6-13*01,ighj4*02
32392,ighv3-30*04,ighd6-25*01,ighj4*03
32393,ighv4-61*02,ighd6-13*01,ighj6*04
32394,ighv1-2*07,ighd3-16*02,ighj4*03
32395,ighv3-9*01,ighd3-3*01,ighj2*01
32396,ighv5-10-1*04,ighd2-15*01,ighj6*01
32397,ighv3-49*01,ighd3-10*01,ighj4*02
32398,ighv4-61*08,ighd1-20*01,ighj6*01
32399,ighv1-69d*01,ighd1-26*01,ighj4*02
32400,ighv1-8*01,ighd1-7*01,ighj6*04
32401,ighv1-69d*01,ighd2-15*01,ighj4*02
32402,ighv1-24*01,ighd5-12*01,ighj4*03
32403,ighv3-nl1*01,ighd6-19*01,ighj5*02
32404,ighv1-69d*01,ighd6-19*01,ighj4*03
32405,ighv5-10-1*04,ighd6-13*01,ighj6*01
32406,ighv1-8*01,ighd2-21*01,ighj4*02
32407,ighv3-nl1*01,ighd2-8*01,ighj6*04
32408,ighv1-24*01,ighd1-7*01,ighj4*02
32409,ighv1-58*01,ighd3-16*01,ighj4*02
32410,ighv1-3*02,ighd1-1*01,ighj4*02
32411,ighv1-58*02,ighd5-5*01,ighj6*01
32412,ighv5-10-1*03,ighd3-22*01,ighj5*02
32413,ighv3-72*01,ighd5-18*01,ighj4*03
32414,ighv1-46*03,ighd2-2*02,ighj4*02
32415,ighv1-45*02,ighd2-2*02,ighj5*02
32416,ighv2-26*03,ighd2-8*01,ighj3*01
32417,ighv4-4*01,ighd3-9*01,ighj4*02
32418,ighv5-10-1*03,ighd3-16*01,ighj5*02
32419,ighv3-7*03,ighd2-15*01,ighj5*01
32420,ighv1-46*03,ighd4-17*01,ighj4*02
32421,ighv3-64*03,ighd3-22*01,ighj4*03
32422,ighv5-10-1*04,ighd1-1*01,ighj5*01
32423,ighv7-4-1*01,ighd6-13*01,ighj3*02
32424,ighv3-30*03,ighd1-7*01,ighj4*02
32425,ighv3-66*03,ighd5-18*01,ighj5*02
32426,ighv4-34*10,ighd1-26*01,ighj4*03
32427,ighv1-46*03,ighd3-9*01,ighj5*02
32428,ighv1-69*09,ighd3-3*01,ighj6*04
32429,ighv3-53*02,ighd6-13*01,ighj4*03
32430,ighv3-62*04,ighd1-26*01,ighj4*02
32431,ighv1-69*09,ighd2-2*02,ighj6*04
32432,ighv1-24*01,ighd6-19*01,ighj4*02
32433,ighv1-3*03,ighd6-13*01,ighj3*02
32434,ighv1-69d*01,ighd3-9*01,ighj4*02
32435,ighv1-45*02,ighd3-10*01,ighj3*01
32436,ighv4-61*08,ighd5-18*01,ighj4*03
32437,ighv1-69*14,ighd3-3*02,ighj3*02
32438,ighv1-45*02,ighd1-1*01,ighj4*02
32439,ighv1-69-2*01,ighd3-22*01,ighj6*01
32440,ighv2-26*03,ighd7-27*01,ighj3*01
32441,ighv3-30-5*01,ighd6-25*01,ighj4*02
32442,ighv3-7*03,ighd3-3*02,ighj4*03
32443,ighv1-18*04,ighd2-2*01,ighj4*03
32444,ighv3-64d*09,ighd6-25*01,ighj5*02
32445,ighv1-58*02,ighd3-9*01,ighj3*02
32446,ighv1-69d*01,ighd3-3*01,ighj4*02
32447,ighv3-64d*06,ighd6-6*01,ighj2*01
32448,ighv2-26*02,ighd3-22*01,ighj2*01
32449,ighv1-2*06,ighd1-7*01,ighj4*02
32450,ighv1-69-2*01,ighd3-10*02,ighj4*03
32451,ighv3-30-3*02,ighd2-2*01,ighj4*03
32452,ighv1-69d*01,ighd1-7*01,ighj6*04
32453,ighv1-69d*01,ighd3-9*01,ighj6*04
32454,ighv1-69d*01,ighd1-7*01,ighj4*03
32455,ighv1-46*04,ighd6-13*01,ighj4*03
32456,ighv3-20*04,ighd1-26*01,ighj4*02
32457,ighv1-3*03,ighd1-20*01,ighj4*03
32458,ighv1-69-2*01,ighd6-13*01,ighj6*04
32459,ighv1-46*04,ighd5-12*01,ighj6*01
32460,ighv1-69-2*01,ighd3-16*01,ighj3*01
32461,ighv3-nl1*01,ighd2-21*02,ighj5*01
32462,ighv3-72*01,ighd1-7*01,ighj4*03
32463,ighv3-66*01,ighd2-8*02,ighj4*03
32464,ighv3-35*02,ighd2-21*02,ighj5*01
32465,ighv3-53*02,ighd3-16*02,ighj2*01
32466,ighv1-3*02,ighd6-13*01,ighj5*02
32467,ighv2-26*03,ighd3-22*01,ighj6*04
32468,ighv1-3*03,ighd7-27*01,ighj4*03
32469,ighv2-5*02,ighd1-1*01,ighj4*03
32470,ighv2-70d*04,ighd2-2*01,ighj4*03
32471,ighv1-69d*01,ighd3-3*02,ighj4*03
32472,ighv3-30*03,ighd4-4*01,ighj3*01
32473,ighv1-69d*01,ighd5-18*01,ighj1*01
32474,ighv3-64d*06,ighd4-4*01,ighj4*03
32475,ighv2-70d*04,ighd1-20*01,ighj3*02
32476,ighv1-69d*01,ighd3-16*02,ighj3*02
32477,ighv1-24*01,ighd2-8*02,ighj4*03
32478,ighv7-4-1*01,ighd1-1*01,ighj4*03
32479,ighv3-9*02,ighd4-4*01,ighj4*03
32480,ighv2-26*02,ighd5-18*01,ighj6*01
32481,ighv3-9*02,ighd2-15*01,ighj6*01
32482,ighv1-58*02,ighd5-12*01,ighj4*03
32483,ighv2-70*10,ighd2-15*01,ighj4*02
32484,ighv3-64*03,ighd6-13*01,ighj4*03
32485,ighv3-21*06,ighd6-25*01,ighj4*03
32486,ighv1-24*01,ighd1-1*01,ighj6*01
32487,ighv3-20*04,ighd4-4*01,ighj4*02
32488,ighv1-46*04,ighd5-18*01,ighj4*03
32489,ighv1-69-2*01,ighd6-25*01,ighj3*02
32490,ighv2-5*02,ighd3-22*01,ighj2*01
32491,ighv1-46*04,ighd3-10*02,ighj6*01
32492,ighv3-11*05,ighd3-3*01,ighj4*02
32493,ighv2-70*20,ighd2-15*01,ighj6*01
32494,ighv1-24*01,ighd3-3*01,ighj4*02
32495,ighv2-70d*14,ighd6-13*01,ighj4*02
32496,ighv3-13*01,ighd2-15*01,ighj1*01
32497,ighv4-30-2*05,ighd4-4*01,ighj3*02
32498,ighv1-8*02,ighd1-7*01,ighj5*01
32499,ighv4-30-4*02,ighd2-15*01,ighj4*03
32500,ighv1-2*06,ighd1-20*01,ighj2*01
32501,ighv3-43*01,ighd3-10*02,ighj4*03
32502,ighv6-1*02,ighd2-21*02,ighj6*01
32503,ighv4-4*08,ighd3-16*02,ighj3*02
32504,ighv3-nl1*01,ighd5-18*01,ighj4*02
32505,ighv2-70*20,ighd3-22*01,ighj6*01
32506,ighv1-69d*01,ighd2-8*02,ighj6*01
32507,ighv2-5*01,ighd3-10*01,ighj6*04
32508,ighv1-46*04,ighd6-25*01,ighj4*03
32509,ighv3-11*06,ighd5-5*01,ighj4*03
32510,ighv1-8*02,ighd5-5*01,ighj3*02
32511,ighv2-5*02,ighd4-4*01,ighj4*03
32512,ighv1-45*01,ighd5-18*01,ighj4*03
32513,ighv1-46*04,ighd1-7*01,ighj4*03
32514,ighv3-23*01,ighd2-21*01,ighj4*02
32515,ighv3-74*03,ighd3-10*01,ighj4*02
32516,ighv1-69d*01,ighd3-3*02,ighj4*03
32517,ighv1-3*03,ighd3-22*01,ighj6*01
32518,ighv3-74*02,ighd6-25*01,ighj4*03
32519,ighv1-69-2*01,ighd1-20*01,ighj5*02
32520,ighv1-69d*01,ighd4-17*01,ighj4*03
32521,ighv7-4-1*02,ighd3-10*01,ighj6*04
32522,ighv1-69d*01,ighd6-25*01,ighj6*01
32523,ighv1-45*01,ighd6-19*01,ighj5*01
32524,ighv1-8*01,ighd3-22*01,ighj6*04
32525,ighv1-69-2*01,ighd3-9*01,ighj4*03
32526,ighv1-69d*01,ighd3-16*01,ighj4*02
32527,ighv3-49*05,ighd1-1*01,ighj6*01
32528,ighv3-64*03,ighd2-21*02,ighj3*02
32529,ighv2-70d*04,ighd6-25*01,ighj5*01
32530,ighv3-15*06,ighd5-18*01,ighj4*03
32531,ighv1-2*07,ighd5-18*01,ighj4*03
32532,ighv3-66*03,ighd6-13*01,ighj4*02
32533,ighv1-3*02,ighd2-8*01,ighj4*02
32534,ighv3-23d*01,ighd6-19*01,ighj6*01
32535,ighv3-13*05,ighd1-26*01,ighj4*03
32536,ighv2-26*03,ighd2-21*01,ighj4*02
32537,ighv1-46*04,ighd1-26*01,ighj4*03
32538,ighv2-70d*04,ighd3-9*01,ighj3*02
32539,ighv2-26*02,ighd4-17*01,ighj6*01
32540,ighv1-2*07,ighd3-10*02,ighj6*01
32541,ighv3-48*03,ighd6-19*01,ighj6*04
32542,ighv1-2*07,ighd2-2*01,ighj3*02
32543,ighv3-48*03,ighd3-3*01,ighj4*02
32544,ighv1-8*02,ighd6-19*01,ighj4*03
32545,ighv3-21*02,ighd3-10*01,ighj4*02
32546,ighv2-70d*04,ighd1-26*01,ighj4*03
32547,ighv1-69*14,ighd2-15*01,ighj6*01
32548,ighv1-45*02,ighd3-16*01,ighj5*02
32549,ighv1-46*03,ighd6-6*01,ighj4*02
32550,ighv3-9*01,ighd6-25*01,ighj4*02
32551,ighv1-3*03,ighd6-6*01,ighj4*03
32552,ighv3-64d*06,ighd3-16*02,ighj3*02
32553,ighv1-69d*01,ighd6-19*01,ighj5*01
32554,ighv1-8*01,ighd3-22*01,ighj5*02
32555,ighv1-69-2*01,ighd2-15*01,ighj5*01
32556,ighv3-33*02,ighd3-3*02,ighj3*02
32557,ighv3-72*01,ighd2-15*01,ighj6*04
32558,ighv2-26*03,ighd1-26*01,ighj6*04
32559,ighv2-70d*04,ighd3-16*02,ighj4*03
32560,ighv1-69d*01,ighd3-22*01,ighj4*03
32561,ighv3-13*05,ighd1-1*01,ighj6*01
32562,ighv1-24*01,ighd2-8*02,ighj6*01
32563,ighv1-45*02,ighd6-13*01,ighj3*01
32564,ighv2-70*20,ighd6-25*01,ighj4*03
32565,ighv1-45*01,ighd5-5*01,ighj4*03
32566,ighv3-73*02,ighd3-16*01,ighj3*01
32567,ighv1-3*03,ighd1-20*01,ighj4*03
32568,ighv1-69-2*01,ighd3-10*02,ighj6*01
32569,ighv3-11*06,ighd5-12*01,ighj4*03
32570,ighv3-nl1*01,ighd6-19*01,ighj5*01
32571,ighv1-18*04,ighd6-19*01,ighj6*01
32572,ighv4-30-2*03,ighd6-13*01,ighj5*02
32573,ighv1-3*03,ighd6-6*01,ighj6*01
32574,ighv3-7*03,ighd1-26*01,ighj6*01
32575,ighv3-20*01,ighd1-1*01,ighj4*03
32576,ighv1-18*04,ighd2-2*01,ighj6*01
32577,ighv1-69d*01,ighd3-22*01,ighj5*01
32578,ighv3-74*02,ighd2-2*01,ighj5*01
32579,ighv3-11*06,ighd2-8*02,ighj6*01
32580,ighv3-43*02,ighd3-16*01,ighj5*02
32581,ighv1-3*02,ighd5-18*01,ighj4*02
32582,ighv2-26*02,ighd6-25*01,ighj4*03
32583,ighv3-73*02,ighd3-9*01,ighj4*02
32584,ighv1-69d*01,ighd6-25*01,ighj4*02
32585,ighv1-69-2*01,ighd1-1*01,ighj5*02
32586,ighv1-69*14,ighd2-8*02,ighj4*03
32587,ighv2-26*03,ighd3-16*01,ighj6*04
32588,ighv4-59*01,ighd3-22*01,ighj5*02
32589,ighv1-69-2*01,ighd5-18*01,ighj6*01
32590,ighv7-4-1*02,ighd1-26*01,ighj4*02
32591,ighv1-46*03,ighd1-7*01,ighj4*02
32592,ighv3-53*02,ighd5-18*01,ighj5*01
32593,ighv1-58*01,ighd6-19*01,ighj5*02
32594,ighv1-24*01,ighd3-10*01,ighj4*02
32595,ighv2-70d*14,ighd3-16*01,ighj5*02
32596,ighv3-7*03,ighd3-9*01,ighj4*03
32597,ighv1-8*02,ighd6-6*01,ighj4*03
32598,ighv3-73*01,ighd6-13*01,ighj4*03
32599,ighv3-49*01,ighd5-18*01,ighj6*04
32600,ighv1-69*09,ighd2-8*01,ighj4*02
32601,ighv3-15*05,ighd2-21*01,ighj4*02
32602,ighv1-69-2*01,ighd6-6*01,ighj2*01
32603,ighv1-8*01,ighd2-2*02,ighj4*02
32604,ighv2-26*03,ighd6-6*01,ighj4*02
32605,ighv2-26*02,ighd2-15*01,ighj5*01
32606,ighv3-74*03,ighd2-8*01,ighj4*02
32607,ighv1-69*14,ighd3-9*01,ighj5*01
32608,ighv3-11*06,ighd6-25*01,ighj2*01
32609,ighv1-3*02,ighd3-10*01,ighj6*04
32610,ighv1-8*01,ighd3-10*01,ighj4*02
32611,ighv3-20*01,ighd1-20*01,ighj4*03
32612,ighv3-33*06,ighd2-2*02,ighj6*04
32613,ighv3-43*02,ighd3-22*01,ighj4*02
32614,ighv2-70*20,ighd5-18*01,ighj5*01
32615,ighv1-58*01,ighd6-13*01,ighj4*02
32616,ighv1-24*01,ighd6-13*01,ighj3*02
32617,ighv4-34*09,ighd1-7*01,ighj4*02
32618,ighv2-70d*14,ighd2-21*01,ighj4*02
32619,ighv3-15*05,ighd6-6*01,ighj4*02
32620,ighv2-70d*04,ighd3-9*01,ighj2*01
32621,ighv3-53*02,ighd3-3*02,ighj5*01
32622,ighv3-66*01,ighd4-17*01,ighj4*03
32623,ighv2-5*02,ighd3-3*02,ighj4*03
32624,ighv1-2*07,ighd2-8*02,ighj4*03
32625,ighv3-53*01,ighd3-3*01,ighj4*02
32626,ighv2-5*01,ighd3-9*01,ighj6*04
32627,ighv2-5*01,ighd3-3*01,ighj4*02
32628,ighv3-35*02,ighd5-12*01,ighj6*01
32629,ighv3-23*04,ighd1-26*01,ighj4*03
32630,ighv3-64d*09,ighd2-15*01,ighj4*02
32631,ighv3-43*02,ighd2-21*01,ighj4*02
32632,ighv2-70*10,ighd5-5*01,ighj4*02
32633,ighv1-69*14,ighd6-6*01,ighj5*01
32634,ighv1-46*04,ighd3-10*02,ighj4*03
32635,ighv1-46*03,ighd2-2*02,ighj4*02
32636,ighv2-70*20,ighd5-5*01,ighj5*01
32637,ighv3-13*05,ighd6-19*01,ighj6*01
32638,ighv3-43*01,ighd1-1*01,ighj2*01
32639,ighv3-13*05,ighd2-8*02,ighj4*03
32640,ighv6-1*01,ighd2-21*01,ighj4*02
32641,ighv2-26*03,ighd3-22*01,ighj4*02
32642,ighv1-3*03,ighd3-10*02,ighj5*01
32643,ighv1-69*14,ighd6-25*01,ighj4*03
32644,ighv6-1*02,ighd6-13*01,ighj4*03
32645,ighv4-39*01,ighd1-20*01,ighj3*02
32646,ighv3-23*04,ighd5-5*01,ighj4*03
32647,ighv3-48*04,ighd6-6*01,ighj4*03
32648,ighv2-5*01,ighd3-16*01,ighj6*04
32649,ighv3-73*01,ighd3-10*02,ighj6*01
32650,ighv2-5*01,ighd5-12*01,ighj6*04
32651,ighv2-5*01,ighd3-16*01,ighj5*02
32652,ighv1-58*01,ighd3-9*01,ighj4*02
32653,ighv2-26*02,ighd2-15*01,ighj4*03
32654,ighv2-70*20,ighd3-22*01,ighj6*01
32655,ighv1-8*01,ighd1-20*01,ighj6*04
32656,ighv1-69*09,ighd6-13*01,ighj6*04
32657,ighv1-24*01,ighd3-9*01,ighj5*01
32658,ighv2-70*10,ighd5-18*01,ighj5*02
32659,ighv4-61*02,ighd3-10*01,ighj3*01
32660,ighv3-73*02,ighd2-15*01,ighj4*02
32661,ighv1-69d*01,ighd1-1*01,ighj4*02
32662,ighv4-39*06,ighd3-9*01,ighj6*04
32663,ighv2-70*10,ighd1-7*01,ighj4*02
32664,ighv1-3*02,ighd5-12*01,ighj4*02
32665,ighv2-70*20,ighd3-3*02,ighj5*01
32666,ighv1-3*02,ighd3-9*01,ighj3*01
32667,ighv4-38-2*01,ighd5-5*01,ighj4*02
32668,ighv4-38-2*01,ighd1-1*01,ighj5*02
32669,ighv3-7*03,ighd2-2*01,ighj3*02
32670,ighv4-38-2*01,ighd3-3*01,ighj4*02
32671,ighv3-43d*04,ighd3-3*01,ighj4*02
32672,ighv1-3*02,ighd5-18*01,ighj6*04
32673,ighv3-43d*03,ighd6-19*01,ighj4*03
32674,ighv1-3*02,ighd5-18*01,ighj3*01
32675,ighv3-73*01,ighd3-22*01,ighj4*03
32676,ighv1-8*02,ighd3-22*01,ighj6*01
32677,ighv1-69*14,ighd3-22*01,ighj4*03
32678,ighv1-8*01,ighd1-20*01,ighj6*04
32679,ighv1-46*04,ighd6-13*01,ighj6*01
32680,ighv3-13*01,ighd3-10*01,ighj4*02
32681,ighv1-3*02,ighd2-2*02,ighj5*02
32682,ighv3-33*06,ighd2-2*02,ighj5*02
32683,ighv2-70d*14,ighd6-6*01,ighj5*02
32684,ighv3-43*01,ighd3-22*01,ighj4*03
32685,ighv2-26*03,ighd6-6*01,ighj3*01
32686,ighv1-8*02,ighd1-20*01,ighj4*03
32687,ighv3-53*01,ighd2-2*02,ighj2*01
32688,ighv1-69d*01,ighd2-8*02,ighj4*03
32689,ighv1-2*07,ighd5-5*01,ighj4*03
32690,ighv2-70d*04,ighd3-3*02,ighj1*01
32691,ighv1-45*01,ighd1-7*01,ighj4*03
32692,ighv1-58*02,ighd6-13*01,ighj6*01
32693,ighv2-70*10,ighd3-3*01,ighj5*02
32694,ighv2-70*10,ighd3-9*01,ighj4*02
32695,ighv2-26*03,ighd3-3*01,ighj4*02
32696,ighv1-2*07,ighd6-19*01,ighj4*03
32697,ighv1-69d*01,ighd2-21*02,ighj6*01
32698,ighv1-2*07,ighd3-16*02,ighj2*01
32699,ighv1-69-2*01,ighd6-25*01,ighj4*03
32700,ighv3-53*02,ighd5-12*01,ighj4*03
32701,ighv1-3*02,ighd3-16*01,ighj4*02
32702,ighv7-4-1*02,ighd3-9*01,ighj4*02
32703,ighv2-70d*04,ighd1-7*01,ighj3*02
32704,ighv3-64d*09,ighd3-10*01,ighj6*04
32705,ighv4-30-2*05,ighd1-1*01,ighj4*03
32706,ighv1-69*09,ighd4-17*01,ighj2*01
32707,ighv1-58*01,ighd4-4*01,ighj6*04
32708,ighv3-53*02,ighd6-19*01,ighj6*01
32709,ighv1-46*04,ighd2-15*01,ighj4*03
32710,ighv3-74*03,ighd6-13*01,ighj4*02
32711,ighv3-13*05,ighd1-26*01,ighj6*01
32712,ighv3-21*02,ighd6-19*01,ighj3*01
32713,ighv3-nl1*01,ighd3-9*01,ighj4*03
32714,ighv2-70*20,ighd6-13*01,ighj6*01
32715,ighv5-10-1*03,ighd2-21*01,ighj3*01
32716,ighv1-69d*01,ighd6-6*01,ighj4*02
32717,ighv5-51*03,ighd6-13*01,ighj5*02
32718,ighv1-8*02,ighd3-22*01,ighj4*03
32719,ighv3-30*03,ighd1-26*01,ighj4*02
32720,ighv1-2*06,ighd2-21*01,ighj4*02
32721,ighv2-5*01,ighd6-25*01,ighj5*02
32722,ighv2-5*02,ighd2-21*02,ighj3*02
32723,ighv4-30-4*01,ighd3-3*01,ighj4*02
32724,ighv1-69d*01,ighd5-12*01,ighj3*01
32725,ighv1-8*01,ighd6-19*01,ighj5*02
32726,ighv2-70*20,ighd3-16*02,ighj5*01
32727,ighv1-2*07,ighd3-3*02,ighj4*03
32728,ighv4-38-2*01,ighd2-15*01,ighj6*04
32729,ighv2-70d*14,ighd3-10*01,ighj5*02
32730,ighv1-45*02,ighd6-19*01,ighj4*02
32731,ighv1-18*03,ighd3-22*01,ighj6*04
32732,ighv4-34*10,ighd3-9*01,ighj6*01
32733,ighv3-11*05,ighd3-3*01,ighj3*01
32734,ighv2-70*10,ighd1-20*01,ighj6*04
32735,ighv3-30*04,ighd4-4*01,ighj6*01
32736,ighv1-8*01,ighd2-2*02,ighj4*02
32737,ighv1-3*03,ighd6-19*01,ighj3*02
32738,ighv3-nl1*01,ighd4-17*01,ighj4*02
32739,ighv1-69-2*01,ighd6-6*01,ighj6*01
32740,ighv2-70d*14,ighd3-16*01,ighj4*02
32741,ighv1-18*03,ighd6-6*01,ighj4*02
32742,ighv1-18*04,ighd2-21*02,ighj6*01
32743,ighv1-69*09,ighd4-17*01,ighj5*02
32744,ighv2-70*20,ighd2-21*02,ighj4*03
32745,ighv1-18*04,ighd2-8*02,ighj5*01
32746,ighv2-5*02,ighd5-5*01,ighj4*03
32747,ighv2-26*02,ighd6-19*01,ighj4*03
32748,ighv1-69*09,ighd1-1*01,ighj6*04
32749,ighv2-70d*04,ighd5-18*01,ighj4*03
32750,ighv1-45*01,ighd3-22*01,ighj1*01
32751,ighv1-24*01,ighd3-3*01,ighj3*01
32752,ighv2-70d*04,ighd1-20*01,ighj3*02
32753,ighv3-73*01,ighd2-8*02,ighj4*03
32754,ighv3-64d*09,ighd3-22*01,ighj2*01
32755,ighv2-70*20,ighd5-12*01,ighj4*03
32756,ighv1-45*02,ighd5-5*01,ighj5*02
32757,ighv1-8*02,ighd6-25*01,ighj5*01
32758,ighv3-20*04,ighd5-5*01,ighj4*02
32759,ighv2-70d*14,ighd2-15*01,ighj1*01
32760,ighv3-9*02,ighd6-13*01,ighj4*03
32761,ighv3-15*06,ighd5-18*01,ighj6*01
32762,ighv1-58*01,ighd3-16*01,ighj5*02
32763,ighv1-69-2*01,ighd1-20*01,ighj4*02
32764,ighv1-18*04,ighd1-20*01,ighj4*03
32765,ighv3-21*06,ighd1-20*01,ighj4*03
32766,ighv2-26*02,ighd3-22*01,ighj4*03
32767,ighv4-61*02,ighd3-10*01,ighj4*02
32768,ighv1-3*02,ighd6-19*01,ighj5*02
32769,ighv3-7*05,ighd6-19*01,ighj6*04
32770,ighv3-73*02,ighd6-19*01,ighj3*01
32771,ighv1-2*06,ighd4-17*01,ighj4*02
32772,ighv2-70*10,ighd2-8*01,ighj4*02
32773,ighv2-70d*14,ighd3-22*01,ighj5*02
32774,ighv1-69d*01,ighd1-1*01,ighj3*02
32775,ighv4-4*08,ighd1-20*01,ighj6*01
32776,ighv3-66*01,ighd3-9*01,ighj4*03
32777,ighv3-30*04,ighd2-2*01,ighj4*03
32778,ighv1-2*06,ighd3-10*01,ighj4*02
32779,ighv3-23d*01,ighd4-17*01,ighj6*04
32780,ighv2-26*02,ighd4-4*01,ighj4*03
32781,ighv3-73*02,ighd5-5*01,ighj4*02
32782,ighv2-70d*04,ighd4-17*01,ighj4*03
32783,ighv2-70*10,ighd3-16*01,ighj4*02
32784,ighv3-9*01,ighd5-12*01,ighj3*01
32785,ighv3-74*02,ighd5-12*01,ighj6*01
32786,ighv1-46*03,ighd2-8*01,ighj5*02
32787,ighv2-5*02,ighd3-22*01,ighj4*03
32788,ighv2-70*10,ighd6-25*01,ighj5*02
32789,ighv1-69d*01,ighd2-8*01,ighj4*02
32790,ighv1-8*02,ighd5-5*01,ighj1*01
32791,ighv1-8*02,ighd2-2*01,ighj4*03
32792,ighv1-2*07,ighd3-3*02,ighj3*02
32793,ighv3-72*01,ighd5-5*01,ighj4*02
32794,ighv6-1*01,ighd1-1*01,ighj4*02
32795,ighv2-70*20,ighd3-16*02,ighj4*03
32796,ighv1-18*03,ighd5-12*01,ighj2*01
32797,ighv1-24*01,ighd3-9*01,ighj5*02
32798,ighv1-69*09,ighd6-25*01,ighj4*02
32799,ighv2-70*20,ighd2-21*02,ighj4*03
32800,ighv1-24*01,ighd6-6*01,ighj6*04
32801,ighv1-2*06,ighd3-9*01,ighj4*02
32802,ighv4-30-2*05,ighd4-17*01,ighj6*01
32803,ighv3-15*05,ighd3-16*01,ighj1*01
32804,ighv4-4*08,ighd5-5*01,ighj5*01
32805,ighv1-3*03,ighd6-25*01,ighj6*01
32806,ighv3-21*06,ighd5-12*01,ighj4*03
